"Current Phase","Phase III Date","Phase III Event Date","Phase II Date","Phase II Event Date","Phase I Date","Molecule","Route of Administration","Lead Company Name","Ticker","Drug Name","Disease Group","Indication Name","Target","Phase I Event Date"
"Suspended","08/10/2004","07/19/2005","11/27/2000","08/10/2004",,"Peptide","Inhaled","Eli Lilly and Company","LLY","AIR Insulin","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","11/27/2000"
"Withdrawn from Market","11/10/1998","05/02/2002",,"06/16/1998",,"Peptide","Inhaled","Nektar Therapeutics","NKTR","Exubera","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"II",,,"09/24/2013","11/30/2013",,"Peptide","Inhaled","Aerami Therapeutics",,"AER-501","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Suspended",,,,"08/26/2004",,"Peptide","Inhaled","AbbVie Inc.","ABBV","ABT Inhaled Insulin","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Suspended",,,,,,"Peptide","Inhaled","Allergan plc","AGN","MAP0001","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","03/20/2008"
"Suspended","07/19/2005","07/19/2005",,,,"Peptide","Inhaled","Eli Lilly and Company","LLY","AIR Insulin","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Suspended",,,,,,"Peptide","Inhaled","MannKind Corporation","MNKD","MKC-253","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","05/11/2007"
"Withdrawn from Market","11/10/1998","11/10/1998",,"06/16/1998",,"Peptide","Inhaled","Nektar Therapeutics","NKTR","Exubera","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Suspended",,,,,,"Peptide","Inhaled","Azelon Pharmaceuticals",,"Ostabolin-C (inhalable)","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)","09/21/2006"
"Suspended",,,,,"06/07/2007","Peptide","Inhaled","Alkermes plc","ALKS","AIR PTH","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)","06/07/2007"
"II/III",,"11/13/2020","04/07/2020","04/07/2020",,"Peptide","Inhaled","NeuroRx, Inc.",,"Aviptadil","Infectious Disease","COVID-19 Treatment","Vasoactive Intestinal Peptide (VIP) Receptor",
"IND",,,,,,"Peptide","Inhaled","Synairgen plc","SNG","SNG001","Infectious Disease","COVID-19 Treatment","Interferon Receptor",
"Preclinical",,,,,,"Peptide","Inhaled","Windtree Therapeutics, Inc.","WINT","Aerosurf","Infectious Disease","Influenza (excluding vaccines)","Alveolar Surface",
"Suspended",,,,,,"Peptide","Inhaled","Synairgen plc","SNG","SNG001","Infectious Disease","Influenza (including vaccines)","Interferon Receptor",
"Preclinical",,,,,,"Peptide","Inhaled","Santhera Pharmaceuticals","SANN","POL6014","Metabolic","Metabolic - General","Human Neutrophil elastase (hNE)",
"II",,,"01/23/2018","01/23/2018",,"Peptide","Inhaled","BioMarck Pharmaceuticals, Ltd.",,"BIO-11006","Oncology","Non-Small Cell Lung Cancer (NSCLC)","MARCKS (Myristoylated alanine-rich C-kinase substrate)",
"II",,,,"06/16/2005",,"Peptide","Inhaled","NeuroRx, Inc.",,"Aviptadil","Respiratory","Acute Respiratory Failure, Acute Lung Injury (ALI), Acute Respiratory Distress Syndrome (ARDS)","Vasoactive Intestinal Peptide (VIP) Receptor","07/28/2004"
"II",,,"10/03/2017","10/03/2017",,"Peptide","Inhaled","BioMarck Pharmaceuticals, Ltd.",,"BIO-11006","Respiratory","Acute Respiratory Failure, Acute Lung Injury (ALI), Acute Respiratory Distress Syndrome (ARDS)","MARCKS (Myristoylated alanine-rich C-kinase substrate)",
"Suspended",,,"06/29/2012","06/29/2012","04/07/2011","Peptide","Inhaled","APEPTICO GmbH",,"AP301","Respiratory","Acute Respiratory Failure, Acute Lung Injury (ALI), Acute Respiratory Distress Syndrome (ARDS)","Tumor Necrosis Factor-alpha (TNF-alpha)","04/07/2011"
"Preclinical",,,,,,"Peptide","Inhaled","Antlia Bioscience, Inc.",,"LANA-AS","Respiratory","Asthma","Unknown",
"Suspended",,,,,,"Peptide","Inhaled","Longevity Biotech, Inc.",,"5A ApoA-I Mimetic Peptide Program","Respiratory","Asthma"," ATP-Binding Cassette Transporter G1 (ABCG1),Reactive Oxygen Species/Free Radicals",
"Suspended",,,"04/01/2010","04/01/2010",,"Peptide","Inhaled","Synairgen plc","SNG","SNG001","Respiratory","Asthma","Interferon Receptor","06/12/2007"
"Preclinical",,,,,"06/06/2016","Peptide","Inhaled","Santhera Pharmaceuticals","SANN","POL6014","Respiratory","Bronchiectasis","Human Neutrophil elastase (hNE)","06/06/2016"
"Program Hold",,,"02/07/2018","07/30/2015",,"Peptide","Inhaled","Synairgen plc","SNG","SNG001","Respiratory","Chronic Obstructive Pulmonary Disease (COPD)","Interferon Receptor","06/12/2007"
"Suspended",,,,"06/26/2008",,"Peptide","Inhaled","BioMarck Pharmaceuticals, Ltd.",,"BIO-11006","Respiratory","Chronic Obstructive Pulmonary Disease (COPD)","MARCKS (Myristoylated alanine-rich C-kinase substrate)",
"I",,,,,"09/01/2015","Peptide","Inhaled","Santhera Pharmaceuticals","SANN","POL6014","Respiratory","Cystic Fibrosis (CF)","Human Neutrophil elastase (hNE)","09/01/2015"
"Program Hold",,,"09/03/2008","09/03/2008",,"Peptide","Inhaled","Windtree Therapeutics, Inc.","WINT","Aerosurf","Respiratory","Cystic Fibrosis (CF)","Alveolar Surface",
"Suspended",,,"08/31/2017","08/31/2017",,"Peptide","Inhaled","Spyryx Biosciences, Inc.",,"SPX-101","Respiratory","Cystic Fibrosis (CF)","Sodium Channels","08/18/2016"
"Suspended",,,,,,"Peptide","Inhaled","RegeneRx Biopharmaceuticals, Inc.","RGRX","RGN-457","Respiratory","Cystic Fibrosis (CF)","Actin Filaments,ATP Synthase,Integrin-linked kinase (ILK)",
"f",,,,"04/01/2007",,"Peptide","Inhaled","NeuroRx, Inc.",,"Aviptadil","Respiratory","Idiopathic Pulmonary Fibrosis (IPF)","Vasoactive Intestinal Peptide (VIP) Receptor",
"Suspended",,,,,,"Peptide","Inhaled","Moerae Matrix, Inc.",,"MMI-0100","Respiratory","Idiopathic Pulmonary Fibrosis (IPF)","Mitogen-Activated Protein Kinase-Activated Protein Kinase 2 (MK2)","08/05/2014"
"Suspended",,,,,"01/12/2016","Peptide","Inhaled","GlaxoSmithKline plc","GSK","GSK3008348","Respiratory","Idiopathic Pulmonary Fibrosis (IPF)","Integrin Alpha-V Family","01/12/2016"
"Preclinical",,,,,,"Peptide","Inhaled","Santhera Pharmaceuticals","SANN","POL6014","Respiratory","Respiratory Disease","Human Neutrophil elastase (hNE)",
"IIb",,,,"08/08/2008",,"Peptide","Inhaled","Windtree Therapeutics, Inc.","WINT","Aerosurf","Respiratory","Respiratory Distress Syndrome (RDS)","Alveolar Surface","05/01/2006"
"Preclinical",,,,,,"Peptide","Inhaled","Acorda Therapeutics, Inc.","ACOR","CVT-717","Respiratory","Respiratory Distress Syndrome (RDS)","Alveolar Surface",
"Development Outside U.S.",,,,,,"Peptide","Inhaled","APEPTICO GmbH",,"AP301","Infectious Disease","COVID-19 Treatment","Tumor Necrosis Factor-alpha (TNF-alpha)",
"Development Outside U.S.",,,,,,"Peptide","Inhaled","Polyphor AG","POLN","Inhaled Murepavadin","Infectious Disease","Pseudomonas-Specific Agents (Antibacterial)","Cell Membrane,Pseudomonas aeruginosa",
"Approved (Generic Competition)",,"11/01/2002",,,,"Peptide","Inhaled","Sawai Pharmaceutical Co., Ltd.",4555,"Fortical","Endocrine","Osteoporosis / Osteopenia","Calcitonin Receptor",
"Approved","06/29/2005","06/29/2005",,"11/10/2004",,"Peptide","Inhaled","MannKind Corporation","MNKD","Afrezza","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved","06/29/2005","06/29/2005",,"11/10/2004",,"Peptide","Inhaled","MannKind Corporation","MNKD","Afrezza","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"II",,,"01/23/2014","08/16/2013",,"Peptide","Intraarticular","OrthoTrophix, Inc.",,"TPX-100","Rheumatology (Non Autoimmune)","Osteoarthritis and Osteoarthritis Pain","Integrin Alpha 2 beta 1/VLA-2",
"Suspended",,,"02/10/2009","02/10/2009","02/29/2008","Peptide","Intradermal","Capstone Therapeutics Corp.","CAPS","AZX100","Autoimmune/immunology","Wound Healing","Actin Filaments","02/29/2008"
"II",,,"04/25/2016","07/05/2017",,"Peptide","Intradermal","Sumitomo Dainippon Pharma Co., Ltd.",4506,"DSP-7888","Oncology","Brain Cancer (Malignant Glioma; AA and glioblastoma (GBM))","Immune System,Wilms' Tumor Protein 1 (WT1)",
"II",,,,"05/29/2020",,"Peptide","Intradermal","Greenwich LifeSciences","GLSI","GP2","Oncology","Breast Cancer","HER2/neu or ErbB-2",
"IIb",,,"02/01/2007","02/01/2007","03/22/2005","Peptide","Intradermal","Generex Biotechnology Corporation","GNBT","AE37","Oncology","Breast Cancer","HER2/neu or ErbB-2,Immune System","03/22/2005"
"IIb","11/23/2011","06/19/2009",,"01/22/2008",,"Peptide","Intradermal","SELLAS Life Sciences Group, Inc.","SLS","NeuVax","Oncology","Breast Cancer","Granulocyte Macrophage Colony-Stimulating Factor Receptor (GM-CSFR)/CD116,HER2/neu or ErbB-2,Immune System",
"Suspended",,,,"04/19/2016",,"Peptide","Intradermal","SELLAS Life Sciences Group, Inc.","SLS","GALE-301/302","Oncology","Breast Cancer","Folate Binding Protein,Immune System","09/30/2013"
"Suspended",,,,,"10/15/2010","Peptide","Intradermal","Lytix Biopharma AS",,"LTX-315/GV1001","Oncology","Cancer","Cell Membrane,Immune System,Telomerase","06/09/2010"
"Suspended",,,,"04/22/2008",,"Peptide","Intradermal","Immatics N.V.","IMTX","IMA910","Oncology","Colorectal Cancer (CRC)","Immune System,Tumor Cells",
"Suspended",,,,,,"Peptide","Intradermal","SELLAS Life Sciences Group, Inc.","SLS","NeuVax","Oncology","Gastric Cancer","Granulocyte Macrophage Colony-Stimulating Factor Receptor (GM-CSFR)/CD116,HER2/neu or ErbB-2,Immune System",
"I",,,,,"05/11/2016","Peptide","Intradermal","BrightPath Biotherapeutics Co., Ltd",,"GRN-1201","Oncology","Melanoma","HLA-A,Immune System","05/11/2016"
"Suspended",,,,,,"Peptide","Intradermal","Sumitomo Dainippon Pharma Co., Ltd.",4506,"WT4869","Oncology","Multiple Myeloma (MM)","Immune System,Wilms' Tumor Protein 1 (WT1)",
"I",,,,,"07/21/2015","Peptide","Intradermal","Sumitomo Dainippon Pharma Co., Ltd.",4506,"DSP-7888","Oncology","Myelodysplastic Syndrome (MDS)","Immune System,Wilms' Tumor Protein 1 (WT1)","07/21/2015"
"Suspended",,,,,,"Peptide","Intradermal","Sumitomo Dainippon Pharma Co., Ltd.",4506,"WT4869","Oncology","Myelodysplastic Syndrome (MDS)","Immune System,Wilms' Tumor Protein 1 (WT1)",
"II",,,"06/13/2018","01/30/2018",,"Peptide","Intradermal","BrightPath Biotherapeutics Co., Ltd",,"GRN-1201","Oncology","Non-Small Cell Lung Cancer (NSCLC)","HLA-A,Immune System",
"Suspended",,,,,"08/07/2008","Peptide","Intradermal","Generex Biotechnology Corporation","GNBT","AE37","Oncology","Ovarian Cancer","HER2/neu or ErbB-2,Immune System","08/07/2008"
"Suspended",,,,,,"Peptide","Intradermal","SELLAS Life Sciences Group, Inc.","SLS","GALE-301/302","Oncology","Ovarian Cancer","Folate Binding Protein,Immune System","09/30/2013"
"Suspended",,,,,,"Peptide","Intradermal","SELLAS Life Sciences Group, Inc.","SLS","NeuVax","Oncology","Ovarian Cancer","Granulocyte Macrophage Colony-Stimulating Factor Receptor (GM-CSFR)/CD116,HER2/neu or ErbB-2,Immune System",
"I",,,,,,"Peptide","Intradermal","Generex Biotechnology Corporation","GNBT","AE37","Oncology","Prostate Cancer","HER2/neu or ErbB-2,Immune System","08/08/2006"
"Suspended",,,,,,"Peptide","Intradermal","SELLAS Life Sciences Group, Inc.","SLS","NeuVax","Oncology","Prostate Cancer","Granulocyte Macrophage Colony-Stimulating Factor Receptor (GM-CSFR)/CD116,HER2/neu or ErbB-2,Immune System","08/21/2012"
"Suspended","12/22/2010","12/22/2010",,"09/25/2007",,"Peptide","Intradermal","Immatics N.V.","IMTX","IMA901","Oncology","Renal Cell Cancer (RCC)","Immune System","11/29/2005"
"I/II",,,,"02/26/2015","02/26/2015","Peptide","Intradermal","ISA Pharmaceuticals B.V.",,"ISA201","Oncology","Solid Tumors","Human Papillomavirus (HPV),Immune System,Toll-Like Receptor (TLR) Family,Toll-Like Receptor 2 (TLR2)",
"I/II",,,"07/30/2019","07/30/2019","12/24/2017","Peptide","Intradermal","Sumitomo Dainippon Pharma Co., Ltd.",4506,"DSP-7888","Oncology","Solid Tumors","Immune System,Wilms' Tumor Protein 1 (WT1)","12/24/2017"
"Suspended",,,,,,"Peptide","Intradermal","Sumitomo Dainippon Pharma Co., Ltd.",4506,"WT4869","Oncology","Solid Tumors","Immune System,Wilms' Tumor Protein 1 (WT1)",
"Development Outside U.S.",,,,,,"Peptide","Intradermal","PassPort Technologies, Inc.",,"Alzheimer's Peptide Program (PassPort/Hokkaido)","Neurology","Alzheimer's Disease (AD)","Unknown",
"Development Outside U.S.",,,,,"11/17/2016","Peptide","Intradermal","Targovax ASA","TRVX","TG02 (Targovax)","Oncology","Colorectal Cancer (CRC)","Immune System,Ras","11/17/2016"
"Development Outside U.S.",,,,,,"Peptide","Intradermal","CYTLIMIC, Inc.",,"CYT001","Oncology","Hepatocellular (Liver) Cancer (HCC) (Including Secondary Metastases)","Immune System",
"Development Outside U.S.",,,,,,"Peptide","Intradermal","Targovax ASA","TRVX","TG02 (Targovax)","Oncology","Non-Small Cell Lung Cancer (NSCLC)","Immune System,Ras",
"Development Outside U.S.",,,,"01/30/2013","01/30/2013","Peptide","Intradermal","Targovax ASA","TRVX","TG01","Oncology","Pancreatic Cancer","Immune System,Ras",
"IIb",,,,"12/31/2003",,"Peptide","Intradermal, Intranasal","Bionor Holding AS",,"Vacc-4x","Infectious Disease","HIV / AIDS","HIV p24 protein,Immune System",
"Preclinical",,,,,,"Peptide","Intramuscular (IM)","ImCyse S.A.",,"NMO Imotope Program (Imcyse)","Autoimmune/immunology","Neuromyelitis Optica (Devic's Syndrome, NMO)","HLA-DR,Immune System,T lymphocytes,T-Cell Receptor (TCR)",
"Preclinical",,,,,,"Peptide","Intramuscular (IM)","ImCyse S.A.",,"RA Imotope Program (ImCyse/Pfizer)","Autoimmune/immunology","Rheumatoid Arthritis (RA)","HLA-DR,Immune System,T lymphocytes,T-Cell Receptor (TCR)",
"Suspended",,,"03/31/2005","03/31/2005",,"Peptide","Intramuscular (IM)","Urigen Pharmaceuticals, Inc.",,"VLTS 934","Cardiovascular","Peripheral Arterial Disease (PAD)","Cell Membrane",
"Suspended",,"10/26/2006",,,,"Peptide","Intramuscular (IM)","Ambrilia Biopharma, Inc.","AMB","C2L","Endocrine","Acromegaly","Somatostatin Receptors",
"Suspended",,,,"02/02/2009",,"Peptide","Intramuscular (IM)","Cancer Advances, Inc.",,"Polyclonal Antibody Stimulator","Gastroenterology (Non Inflammatory Bowel Disease)","Gastroesophageal Reflux Disease (GERD)","gastrin1-17 (G17),Immune System",
"II",,,"12/08/2015","12/08/2015","08/24/2009","Peptide","Intramuscular (IM)","United Biomedical, Inc. ",,"UB-311","Neurology","Alzheimer's Disease (AD)","Amyloid Beta/Amyloid Plaques","08/24/2009"
"III","09/04/2019","09/04/2019","12/17/2014","12/17/2014",,"Peptide","Intramuscular (IM)","Viatris Inc.","VTRS","Glatiramer Acetate (GA) Depot","Neurology","Multiple Sclerosis (MS)","Myelin,T lymphocytes",
"Suspended",,"06/19/2002",,,,"Peptide","Intramuscular (IM)","GlaxoSmithKline plc","GSK","Plenaxis","Obstetrics/Gynecology","Endometriosis","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"I",,,,,"11/28/2016","Peptide","Intramuscular (IM)","OncoPep, Inc.",,"PVX-410","Oncology","Breast Cancer","CS1/SLAMF7,Immune System","11/28/2016"
"Suspended",,,,"02/02/2009",,"Peptide","Intramuscular (IM)","Cancer Advances, Inc.",,"Polyclonal Antibody Stimulator","Oncology","Colorectal Cancer (CRC)","gastrin1-17 (G17),Immune System",
"Suspended",,"02/02/2009",,"07/08/2003",,"Peptide","Intramuscular (IM)","Cancer Advances, Inc.",,"Polyclonal Antibody Stimulator","Oncology","Gastric Cancer","gastrin1-17 (G17),Immune System",
"I/II",,,,"01/29/2013",,"Peptide","Intramuscular (IM)","OncoPep, Inc.",,"PVX-410","Oncology","Multiple Myeloma (MM)","CS1/SLAMF7,Immune System",
"III",,"08/14/2000",,,,"Peptide","Intramuscular (IM)","Cancer Advances, Inc.",,"Polyclonal Antibody Stimulator","Oncology","Pancreatic Cancer","gastrin1-17 (G17),Immune System",
"III",,"05/29/2008",,,,"Peptide","Intramuscular (IM)","GP Pharm, S.A.",,"Lutrate","Oncology","Prostate Cancer",,
"Withdrawn from Market",,"12/03/2001",,,,"Peptide","Intramuscular (IM)","GlaxoSmithKline plc","GSK","Plenaxis","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Development Outside U.S.",,,,,,"Peptide","Intramuscular (IM)","Alliance Pharma plc","APH","Syntometrine","Obstetrics/Gynecology","Labor Induction","Alpha Adrenergic Receptors,Dopamine Receptor - Unspecified,Oxytocin Receptor,Serotonin 5-HT2 receptor",
"Development Outside U.S.",,,,,,"Peptide","Intramuscular (IM)","ImCyse S.A.",,"Autologous CD4+T Cells","Neurology","Multiple Sclerosis (MS)","HLA-DR,Immune System,T lymphocytes,T-Cell Receptor (TCR)",
"Approved",,,,,,"Peptide","Intramuscular (IM)","Novartis AG","NVS","Sandostatin LAR","Endocrine","Acromegaly","Somatostatin Receptors",
"Approved","05/30/2012","05/30/2012",,,,"Peptide","Intramuscular (IM)","Arbor Pharmaceuticals, LLC",,"Triptodur","Endocrine","Endocrine Disorder","Gonadotropin-Releasing Hormone (GnRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM)","Fresenius SE & Co. KGaA","FSNUY","Glucagon Emergency Kit (Fresenius)","Endocrine","Hyperinsulinemia/Hypoglycemia","Glucagon Receptor",
"Approved",,,,,,"Peptide","Intramuscular (IM)","Novartis AG","NVS","Sandostatin LAR","Oncology","Neuroendocrine Tumors (NET)","Somatostatin Receptors",
"Approved",,,,,,"Peptide","Intramuscular (IM)","Recordati SpA","REC:IM","Cosmegen","Oncology","Solid Tumors","RNA synthesis",
"Approved","09/30/2013","09/30/2013","03/31/2012","03/31/2012",,"Peptide","Intramuscular (IM), Intranasal","Eli Lilly and Company","LLY","Baqsimi","Endocrine","Hyperinsulinemia/Hypoglycemia","Glucagon Receptor",
"Suspended",,,,"05/23/2012",,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Endocrine","Diabetic Nephropathy","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Suspended",,,"07/24/2013","07/24/2013",,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Neurology","Amyotrophic Lateral Sclerosis (ALS)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"III",,"05/17/2016",,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Renal","Focal Segmental Glomerulosclerosis (FSGS)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Investigator Initiated",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Renal","Immunoglobulin A (IgA) Nephropathy (Berger's Disease)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Suspended",,,"10/22/2013","10/22/2013",,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Respiratory","Acute Respiratory Failure, Acute Lung Injury (ALI), Acute Respiratory Distress Syndrome (ARDS)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Autoimmune/immunology","Dermatomyositis","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,"07/31/2001",,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Neurology","Infantile Spasms (West Syndrome; Epilepsy)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Neurology","Multiple Sclerosis (MS)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Ophthalmology","Ocular Pain and/or Inflammation (Ophthalmology)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Autoimmune/immunology","Psoriatic Arthritis (PA)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Renal","Renal Disease / Renal Failure","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Autoimmune/immunology","Rheumatoid Arthritis (RA)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Autoimmune/immunology","Sarcoidosis","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Approved",,,,,,"Peptide","Intramuscular (IM), Subcutaneous (SQ), Oral (PO)","Mallinckrodt plc","MNK","H.P. Acthar Gel","Autoimmune/immunology","Systemic Lupus Erythematosus (SLE)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
